CROP,DISTRICT,YEAR,SEASON,AREA,PRODUCTION
Ground Nut, Jalpaiguri,"2,017",Summer     ,"2,857","5,679"
Ground Nut, Jalpaiguri,"2,017", ,"3,745","7,453"
Ground Nut, Jalpaiguri,"2,018",Rabi       ,"1,588","3,168"
Ground Nut, Jalpaiguri,"2,018",Summer     ,"2,702","5,317"
Ground Nut, Jalpaiguri,"2,018", ,"4,290","8,485"
Ground Nut, Jalpaiguri,"2,019",Rabi       ,350,697
Ground Nut, Jalpaiguri,"2,019",Summer     ,"2,990","7,296"
Ground Nut, Jalpaiguri,"2,019", ,"3,340","7,993"
Ground Nut,Jhargram,"2,016",Summer     ,"4,687","9,493"
Ground Nut,Jhargram,"2,017",Summer     ,"4,208","9,422"
Ground Nut,Jhargram,"2,018",Rabi       ,"2,120","4,664"
Ground Nut,Jhargram,"2,018",Summer     ,"3,525","7,859"
Ground Nut,Jhargram,"2,018", ,"5,645","12,523"
Ground Nut,Jhargram,"2,019",Rabi       ,"1,715","3,756"
Ground Nut,Jhargram,"2,019",Summer     ,"3,484","6,183"
Ground Nut,Jhargram,"2,019", ,"5,199","9,939"
Ground Nut,Maldah,"2,000",Summer     ,108,105
Ground Nut,Maldah,"2,001",Summer     ,108,105
Ground Nut,Maldah,"2,002",Summer     ,108,105
Ground Nut,Maldah,"2,007",Kharif     ,157,86
Ground Nut,Maldah,"2,007",Summer     ,679,547
Ground Nut,Maldah,"2,007", ,836,633
Ground Nut,Maldah,"2,008",Kharif     ,135,74
Ground Nut,Maldah,"2,008",Summer     ,123,98
Ground Nut,Maldah,"2,008", ,258,172
Ground Nut,Maldah,"2,009",Autumn     ,35,19
Ground Nut,Maldah,"2,009",Rabi       ,3,8
Ground Nut,Maldah,"2,009",Summer     ,181,146
Ground Nut,Maldah,"2,009", ,219,173
Ground Nut,Maldah,"2,010",Autumn     ,184,100
Ground Nut,Maldah,"2,010",Summer     ,202,162
Ground Nut,Maldah,"2,010", ,386,262
Ground Nut,Maldah,"2,011",Autumn     ,7,4
Ground Nut,Maldah,"2,011",Summer     ,73,130
Ground Nut,Maldah,"2,011", ,80,134
Ground Nut,Maldah,"2,012",Autumn     ,5,3
Ground Nut,Maldah,"2,012",Rabi       ,150,119
Ground Nut,Maldah,"2,012",Summer     ,86,180
Ground Nut,Maldah,"2,012", ,241,302
Ground Nut,Maldah,"2,013",Autumn     ,77,50
Ground Nut,Maldah,"2,013",Rabi       ,155,123
Ground Nut,Maldah,"2,013",Summer     ,108,224
Ground Nut,Maldah,"2,013", ,340,397
Ground Nut,Maldah,"2,014",Autumn     ,90,57
Ground Nut,Maldah,"2,014",Rabi       ,153,110
Ground Nut,Maldah,"2,014",Summer     ,70,142
Ground Nut,Maldah,"2,014", ,313,309
Ground Nut,Maldah,"2,015",Autumn     ,131,84
Ground Nut,Maldah,"2,015",Rabi       ,154,117
Ground Nut,Maldah,"2,015",Summer     ,69,113
Ground Nut,Maldah,"2,015", ,354,314
Ground Nut,Maldah,"2,016",Autumn     ,111,71
Ground Nut,Maldah,"2,016",Rabi       ,155,120
Ground Nut,Maldah,"2,016",Summer     ,48,121
Ground Nut,Maldah,"2,016", ,314,312
Ground Nut,Maldah,"2,017",Summer     ,148,436
Ground Nut,Maldah,"2,018",Summer     ,137,424
Ground Nut,Maldah,"2,019",Summer     ,406,919
Ground Nut,East Medinipur,"1,999",Summer     ,"9,070","14,548"
Ground Nut,East Medinipur,"2,000",Summer     ,"9,565","12,922"
Ground Nut,East Medinipur,"2,001",Summer     ,"8,717","16,013"
Ground Nut,East Medinipur,"2,002",Summer     ,"9,830","15,885"
Ground Nut,East Medinipur,"2,003",Summer     ,"12,470","25,963"
Ground Nut,East Medinipur,"2,007",Summer     ,"16,463","35,116"
Ground Nut,East Medinipur,"2,008",Summer     ,"16,979","25,469"
Ground Nut,East Medinipur,"2,009",Summer     ,"17,090","25,174"
Ground Nut,East Medinipur,"2,010",Summer     ,"15,560","22,951"
Ground Nut,East Medinipur,"2,011",Summer     ,"19,619","73,008"
Ground Nut,East Medinipur,"2,012",Summer     ,"17,718","36,992"
Ground Nut,East Medinipur,"2,013",Summer     ,"16,801","36,859"
Ground Nut,East Medinipur,"2,014",Summer     ,"17,994","52,469"
Ground Nut,East Medinipur,"2,015",Summer     ,"15,129","45,723"
Ground Nut,East Medinipur,"2,016",Summer     ,"17,764","60,697"
Ground Nut,East Medinipur,"2,017",Summer     ,"14,890","70,660"
Ground Nut,East Medinipur,"2,018",Rabi       ,52,86
Ground Nut,East Medinipur,"2,018",Summer     ,"15,782","71,572"
Ground Nut,East Medinipur,"2,018", ,"15,834","71,658"
Ground Nut,East Medinipur,"2,019",Summer     ,"18,124","62,717"
Ground Nut,West Medinipur,"1,999",Kharif     ,"1,094",656
Ground Nut,West Medinipur,"1,999",Rabi       ,"1,330","1,130"
Ground Nut,West Medinipur,"1,999",Summer     ,"3,610","3,430"
Ground Nut,West Medinipur,"1,999", ,"6,034","5,216"
Ground Nut,West Medinipur,"2,000",Kharif     ,655,360
Ground Nut,West Medinipur,"2,000",Rabi       ,"1,978","2,793"
Ground Nut,West Medinipur,"2,000",Summer     ,"3,590","6,031"
Ground Nut,West Medinipur,"2,000", ,"6,223","9,184"
Ground Nut,West Medinipur,"2,001",Kharif     ,593,374
Ground Nut,West Medinipur,"2,001",Rabi       ,"1,395","2,052"
Ground Nut,West Medinipur,"2,001",Summer     ,"3,590","6,031"
Ground Nut,West Medinipur,"2,001", ,"5,578","8,457"
Ground Nut,West Medinipur,"2,002",Kharif     ,418,446
Ground Nut,West Medinipur,"2,002",Rabi       ,790,"1,460"
Ground Nut,West Medinipur,"2,002",Summer     ,"3,590","6,031"
Ground Nut,West Medinipur,"2,002", ,"4,798","7,937"
Ground Nut,West Medinipur,"2,003",Kharif     ,545,616
Ground Nut,West Medinipur,"2,003",Rabi       ,"1,600","2,376"
Ground Nut,West Medinipur,"2,003",Summer     ,"7,270","11,806"
Ground Nut,West Medinipur,"2,003", ,"9,415","14,798"
Ground Nut,West Medinipur,"2,007",Kharif     ,"1,368","1,363"
Ground Nut,West Medinipur,"2,007",Rabi       ,"4,585","7,336"
Ground Nut,West Medinipur,"2,007",Summer     ,"14,446","38,282"
Ground Nut,West Medinipur,"2,007", ,"20,399","46,981"
Ground Nut,West Medinipur,"2,008",Kharif     ,660,579
Ground Nut,West Medinipur,"2,008",Rabi       ,"6,530","11,754"
Ground Nut,West Medinipur,"2,008",Summer     ,"10,858","25,125"
Ground Nut,West Medinipur,"2,008", ,"18,048","37,458"
Ground Nut,West Medinipur,"2,009",Autumn     ,651,609
Ground Nut,West Medinipur,"2,009",Summer     ,"11,642","26,532"
Ground Nut,West Medinipur,"2,009", ,"12,293","27,141"
Ground Nut,West Medinipur,"2,010",Autumn     ,461,392
Ground Nut,West Medinipur,"2,010",Rabi       ,"3,965","6,859"
Ground Nut,West Medinipur,"2,010",Summer     ,"7,765","13,977"
Ground Nut,West Medinipur,"2,010", ,"12,191","21,228"
Ground Nut,West Medinipur,"2,011",Autumn     ,310,279
Ground Nut,West Medinipur,"2,011",Rabi       ,"1,092","1,835"
Ground Nut,West Medinipur,"2,011",Summer     ,"7,663","10,422"
Ground Nut,West Medinipur,"2,011", ,"9,065","12,536"
Ground Nut,West Medinipur,"2,012",Autumn     ,474,427
Ground Nut,West Medinipur,"2,012",Rabi       ,"4,630","8,566"
Ground Nut,West Medinipur,"2,012",Summer     ,"8,974","18,973"
Ground Nut,West Medinipur,"2,012", ,"14,078","27,966"
Ground Nut,West Medinipur,"2,013",Autumn     ,400,340
Ground Nut,West Medinipur,"2,013",Rabi       ,"4,050","7,164"
Ground Nut,West Medinipur,"2,013",Summer     ,"9,063","21,583"
Ground Nut,West Medinipur,"2,013", ,"13,513","29,087"
Ground Nut,West Medinipur,"2,014",Autumn     ,395,349
Ground Nut,West Medinipur,"2,014",Rabi       ,"5,281","9,273"
Ground Nut,West Medinipur,"2,014",Summer     ,"8,019","13,680"
Ground Nut,West Medinipur,"2,014", ,"13,695","23,302"
Ground Nut,West Medinipur,"2,015",Autumn     ,423,372
Ground Nut,West Medinipur,"2,015",Rabi       ,"4,807","8,465"
Ground Nut,West Medinipur,"2,015",Summer     ,"12,217","23,282"
Ground Nut,West Medinipur,"2,015", ,"17,447","32,119"
Ground Nut,West Medinipur,"2,016",Autumn     ,449,400
Ground Nut,West Medinipur,"2,016",Rabi       ,"5,044","8,867"
Ground Nut,West Medinipur,"2,016",Summer     ,"6,365","12,192"
Ground Nut,West Medinipur,"2,016", ,"11,858","21,459"
Ground Nut,West Medinipur,"2,017",Autumn     ,445,630
Ground Nut,West Medinipur,"2,017",Rabi       ,"5,050","11,363"
Ground Nut,West Medinipur,"2,017",Summer     ,"8,340","15,431"
Ground Nut,West Medinipur,"2,017", ,"13,835","27,424"
Ground Nut,West Medinipur,"2,018",Rabi       ,447,"1,028"
Ground Nut,West Medinipur,"2,018",Summer     ,"6,572","17,621"
Ground Nut,West Medinipur,"2,018", ,"7,019","18,649"
Ground Nut,West Medinipur,"2,019",Rabi       ,165,400
Ground Nut,West Medinipur,"2,019",Summer     ,"8,148","17,429"
Ground Nut,West Medinipur,"2,019", ,"8,313","17,829"
Ground Nut,Murshidabad,"1,999",Kharif     ,48,55
Ground Nut,Murshidabad,"1,999",Rabi       ,55,134
Ground Nut,Murshidabad,"1,999",Summer     ,157,289
Ground Nut,Murshidabad,"1,999", ,260,478
Ground Nut,Murshidabad,"2,000",Kharif     ,30,36
Ground Nut,Murshidabad,"2,000",Rabi       ,40,72
Ground Nut,Murshidabad,"2,000",Summer     ,306,438
Ground Nut,Murshidabad,"2,000", ,376,546
Ground Nut,Murshidabad,"2,001",Kharif     ,103,147
Ground Nut,Murshidabad,"2,001",Rabi       ,70,105
Ground Nut,Murshidabad,"2,001",Summer     ,574,653
Ground Nut,Murshidabad,"2,001", ,747,905
Ground Nut,Murshidabad,"2,002",Kharif     ,100,145
Ground Nut,Murshidabad,"2,002",Summer     ,171,218
Ground Nut,Murshidabad,"2,002", ,271,363
Ground Nut,Murshidabad,"2,003",Kharif     ,75,75
Ground Nut,Murshidabad,"2,003",Rabi       ,57,104
Ground Nut,Murshidabad,"2,003",Summer     ,124,174
Ground Nut,Murshidabad,"2,003", ,256,353
Ground Nut,Murshidabad,"2,007",Kharif     ,12,19
Ground Nut,Murshidabad,"2,007",Rabi       ,1,2
Ground Nut,Murshidabad,"2,007",Summer     ,70,111
Ground Nut,Murshidabad,"2,007", ,83,132
Ground Nut,Murshidabad,"2,008",Kharif     ,10,17
Ground Nut,Murshidabad,"2,008",Rabi       ,4,4
Ground Nut,Murshidabad,"2,008",Summer     ,85,133
Ground Nut,Murshidabad,"2,008", ,99,154
Ground Nut,Murshidabad,"2,009",Autumn     ,9,16
Ground Nut,Murshidabad,"2,009",Rabi       ,"3,550","6,390"
Ground Nut,Murshidabad,"2,009",Summer     ,105,176
Ground Nut,Murshidabad,"2,009", ,"3,664","6,582"
Ground Nut,Murshidabad,"2,010",Autumn     ,11,19
Ground Nut,Murshidabad,"2,010",Rabi       ,39,58
Ground Nut,Murshidabad,"2,010",Summer     ,123,185
Ground Nut,Murshidabad,"2,010", ,173,262
Ground Nut,Murshidabad,"2,011",Autumn     ,16,27
Ground Nut,Murshidabad,"2,011",Rabi       ,238,764
Ground Nut,Murshidabad,"2,011",Summer     ,1,2
Ground Nut,Murshidabad,"2,011", ,255,793
Ground Nut,Murshidabad,"2,012",Autumn     ,15,24
Ground Nut,Murshidabad,"2,012",Rabi       ,238,764
Ground Nut,Murshidabad,"2,012",Summer     ,235,687
Ground Nut,Murshidabad,"2,012", ,488,"1,475"
Ground Nut,Murshidabad,"2,013",Autumn     ,25,32
Ground Nut,Murshidabad,"2,013",Rabi       ,235,761
Ground Nut,Murshidabad,"2,013",Summer     ,223,658
Ground Nut,Murshidabad,"2,013", ,483,"1,451"
Ground Nut,Murshidabad,"2,014",Autumn     ,32,47
Ground Nut,Murshidabad,"2,014",Rabi       ,237,763
Ground Nut,Murshidabad,"2,014",Summer     ,230,531
Ground Nut,Murshidabad,"2,014", ,499,"1,341"
Ground Nut,Murshidabad,"2,015",Autumn     ,29,40
Ground Nut,Murshidabad,"2,015",Rabi       ,238,764
Ground Nut,Murshidabad,"2,015",Summer     ,13,22
Ground Nut,Murshidabad,"2,015", ,280,826
Ground Nut,Murshidabad,"2,016",Autumn     ,3,5
Ground Nut,Murshidabad,"2,016",Rabi       ,235,771
Ground Nut,Murshidabad,"2,016",Summer     ,29,84
Ground Nut,Murshidabad,"2,016", ,267,860
Ground Nut,Murshidabad,"2,017",Autumn     ,3,5
Ground Nut,Murshidabad,"2,017",Rabi       ,35,66
Ground Nut,Murshidabad,"2,017",Summer     ,48,141
Ground Nut,Murshidabad,"2,017", ,86,212
Ground Nut,Murshidabad,"2,018",Summer     ,244,675
Ground Nut,Murshidabad,"2,019",Summer     ,149,337
Ground Nut,Nadia,"1,999",Rabi       ,"3,245","5,844"
Ground Nut,Nadia,"1,999",Summer     ,"3,225","4,838"
Ground Nut,Nadia,"1,999", ,"6,470","10,682"
Ground Nut,Nadia,"2,000",Rabi       ,"3,875","6,684"
Ground Nut,Nadia,"2,000",Summer     ,"3,435","5,211"
Ground Nut,Nadia,"2,000", ,"7,310","11,895"
Ground Nut,Nadia,"2,001",Rabi       ,"3,040","4,697"
Ground Nut,Nadia,"2,001",Summer     ,"3,015","4,770"
Ground Nut,Nadia,"2,001", ,"6,055","9,467"
Ground Nut,Nadia,"2,002",Rabi       ,"3,050","4,874"
Ground Nut,Nadia,"2,002",Summer     ,"2,175","3,480"
Ground Nut,Nadia,"2,002", ,"5,225","8,354"
Ground Nut,Nadia,"2,003",Rabi       ,"3,263","5,218"
Ground Nut,Nadia,"2,003",Summer     ,"2,196","3,718"
Ground Nut,Nadia,"2,003", ,"5,459","8,936"
Ground Nut,Nadia,"2,007",Kharif     ,50,72
Ground Nut,Nadia,"2,007",Rabi       ,"3,680","6,065"
Ground Nut,Nadia,"2,007",Summer     ,"2,745","4,664"
Ground Nut,Nadia,"2,007", ,"6,475","10,801"
Ground Nut,Nadia,"2,008",Kharif     ,40,56
Ground Nut,Nadia,"2,008",Rabi       ,"3,550","5,332"
Ground Nut,Nadia,"2,008",Summer     ,"2,455","4,119"
Ground Nut,Nadia,"2,008", ,"6,045","9,507"
Ground Nut,Nadia,"2,009",Autumn     ,25,34
Ground Nut,Nadia,"2,009",Rabi       ,107,124
Ground Nut,Nadia,"2,009",Summer     ,"2,805","4,754"
Ground Nut,Nadia,"2,009", ,"2,937","4,912"
Ground Nut,Nadia,"2,010",Autumn     ,60,84
Ground Nut,Nadia,"2,010",Rabi       ,"3,960","7,183"
Ground Nut,Nadia,"2,010",Summer     ,"2,296","3,926"
Ground Nut,Nadia,"2,010", ,"6,316","11,193"
Ground Nut,Nadia,"2,011",Autumn     ,25,31
Ground Nut,Nadia,"2,011",Rabi       ,"3,140","5,683"
Ground Nut,Nadia,"2,011",Summer     ,"2,505","5,526"
Ground Nut,Nadia,"2,011", ,"5,670","11,240"
Ground Nut,Nadia,"2,012",Autumn     ,25,32
Ground Nut,Nadia,"2,012",Rabi       ,"3,910","7,104"
Ground Nut,Nadia,"2,012",Summer     ,"3,502","9,856"
Ground Nut,Nadia,"2,012", ,"7,437","16,992"
Ground Nut,Nadia,"2,013",Rabi       ,"3,800","7,030"
Ground Nut,Nadia,"2,013",Summer     ,"3,699","8,872"
Ground Nut,Nadia,"2,013", ,"7,499","15,902"
Ground Nut,Nadia,"2,014",Rabi       ,"3,802","7,034"
Ground Nut,Nadia,"2,014",Summer     ,"3,281","6,032"
Ground Nut,Nadia,"2,014", ,"7,083","13,066"
Ground Nut,Nadia,"2,015",Rabi       ,"3,856","7,330"
Ground Nut,Nadia,"2,015",Summer     ,482,914
Ground Nut,Nadia,"2,015", ,"4,338","8,244"
Ground Nut,Nadia,"2,016",Rabi       ,"3,855","7,155"
Ground Nut,Nadia,"2,016",Summer     ,"1,947","3,935"
Ground Nut,Nadia,"2,016", ,"5,802","11,090"
Ground Nut,Nadia,"2,017",Rabi       ,"2,425","4,547"
Ground Nut,Nadia,"2,017",Summer     ,"2,047","3,684"
Ground Nut,Nadia,"2,017", ,"4,472","8,231"
Ground Nut,Nadia,"2,018",Autumn     ,100,175
Ground Nut,Nadia,"2,018",Rabi       ,"3,500","6,549"
Ground Nut,Nadia,"2,018",Summer     ,"2,224","5,414"
Ground Nut,Nadia,"2,018", ,"5,824","12,138"
Ground Nut,Nadia,"2,019",Autumn     ,10,17
Ground Nut,Nadia,"2,019",Rabi       ,750,"1,624"
Ground Nut,Nadia,"2,019",Summer     ,"2,109","4,307"
Ground Nut,Nadia,"2,019", ,"2,869","5,948"
Ground Nut, West Bardhaman,"2,017",Rabi       ,8,17
Ground Nut, West Bardhaman,"2,018",Autumn     ,1,1
Ground Nut, West Bardhaman,"2,018",Rabi       ,11,12
Ground Nut, West Bardhaman,"2,018", ,12,13
Ground Nut, West Bardhaman,"2,019",Autumn     ,23,25
Ground Nut,East Bardhaman,"1,999",Kharif     ,108,162
Ground Nut,East Bardhaman,"1,999",Rabi       ,962,"1,472"
Ground Nut,East Bardhaman,"1,999",Summer     ,421,627
Ground Nut,East Bardhaman,"1,999", ,"1,491","2,261"
Ground Nut,East Bardhaman,"2,000",Kharif     ,181,262
Ground Nut,East Bardhaman,"2,000",Rabi       ,"1,004","1,496"
Ground Nut,East Bardhaman,"2,000",Summer     ,357,523
Ground Nut,East Bardhaman,"2,000", ,"1,542","2,281"
Ground Nut,East Bardhaman,"2,001",Kharif     ,58,73
Ground Nut,East Bardhaman,"2,001",Rabi       ,"1,691","2,665"
Ground Nut,East Bardhaman,"2,001",Summer     ,301,421
Ground Nut,East Bardhaman,"2,001", ,"2,050","3,159"
Ground Nut,East Bardhaman,"2,002",Kharif     ,49,62
Ground Nut,East Bardhaman,"2,002",Rabi       ,"1,414","2,428"
Ground Nut,East Bardhaman,"2,002",Summer     ,223,320
Ground Nut,East Bardhaman,"2,002", ,"1,686","2,810"
Ground Nut,East Bardhaman,"2,003",Kharif     ,47,60
Ground Nut,East Bardhaman,"2,003",Rabi       ,"1,417","3,259"
Ground Nut,East Bardhaman,"2,003",Summer     ,303,382
Ground Nut,East Bardhaman,"2,003", ,"1,767","3,701"
Ground Nut,East Bardhaman,"2,007",Kharif     ,135,162
Ground Nut,East Bardhaman,"2,007",Rabi       ,"1,725","3,693"
Ground Nut,East Bardhaman,"2,007",Summer     ,239,395
Ground Nut,East Bardhaman,"2,007", ,"2,099","4,250"
Ground Nut,East Bardhaman,"2,008",Kharif     ,61,76
Ground Nut,East Bardhaman,"2,008",Rabi       ,"1,775","3,534"
Ground Nut,East Bardhaman,"2,008",Summer     ,339,464
Ground Nut,East Bardhaman,"2,008", ,"2,175","4,074"
Ground Nut,East Bardhaman,"2,009",Autumn     ,86,99
Ground Nut,East Bardhaman,"2,009",Rabi       ,20,31
Ground Nut,East Bardhaman,"2,009",Summer     ,415,584
Ground Nut,East Bardhaman,"2,009", ,521,714
Ground Nut,East Bardhaman,"2,010",Autumn     ,60,60
Ground Nut,East Bardhaman,"2,010",Rabi       ,"1,761","3,714"
Ground Nut,East Bardhaman,"2,010",Summer     ,426,599
Ground Nut,East Bardhaman,"2,010", ,"2,247","4,373"
Ground Nut,East Bardhaman,"2,011",Autumn     ,21,23
Ground Nut,East Bardhaman,"2,011",Rabi       ,"1,748","3,608"
Ground Nut,East Bardhaman,"2,011",Summer     ,414,328
Ground Nut,East Bardhaman,"2,011", ,"2,183","3,959"
Ground Nut,East Bardhaman,"2,012",Autumn     ,56,61
Ground Nut,East Bardhaman,"2,012",Rabi       ,"1,722","3,701"
Ground Nut,East Bardhaman,"2,012",Summer     ,468,569
Ground Nut,East Bardhaman,"2,012", ,"2,246","4,331"
Ground Nut,East Bardhaman,"2,013",Autumn     ,51,51
Ground Nut,East Bardhaman,"2,013",Rabi       ,"1,761","3,267"
Ground Nut,East Bardhaman,"2,013",Summer     ,697,"1,111"
Ground Nut,East Bardhaman,"2,013", ,"2,509","4,429"
Ground Nut,East Bardhaman,"2,014",Autumn     ,63,66
Ground Nut,East Bardhaman,"2,014",Rabi       ,"1,650","3,518"
Ground Nut,East Bardhaman,"2,014",Summer     ,575,"1,018"
Ground Nut,East Bardhaman,"2,014", ,"2,288","4,602"
Ground Nut,East Bardhaman,"2,015",Autumn     ,60,64
Ground Nut,East Bardhaman,"2,015",Rabi       ,"1,754","3,745"
Ground Nut,East Bardhaman,"2,015",Summer     ,558,"1,322"
Ground Nut,East Bardhaman,"2,015", ,"2,372","5,131"
Ground Nut,East Bardhaman,"2,016",Autumn     ,62,65
Ground Nut,East Bardhaman,"2,016",Rabi       ,"1,757","3,756"
Ground Nut,East Bardhaman,"2,016",Summer     ,600,"1,625"
Ground Nut,East Bardhaman,"2,016", ,"2,419","5,446"
Ground Nut,East Bardhaman,"2,017",Rabi       ,"1,478","2,931"
Ground Nut,East Bardhaman,"2,017",Summer     ,679,"2,834"
Ground Nut,East Bardhaman,"2,017", ,"2,157","5,765"
Ground Nut,East Bardhaman,"2,018",Rabi       ,837,"1,735"
Ground Nut,East Bardhaman,"2,018",Summer     ,462,"1,824"
Ground Nut,East Bardhaman,"2,018", ,"1,299","3,559"
Ground Nut,East Bardhaman,"2,019",Rabi       ,415,871
Ground Nut,East Bardhaman,"2,019",Summer     ,278,748
Ground Nut,East Bardhaman,"2,019", ,693,"1,619"
Ground Nut,Purulia,"1,999",Kharif     ,"1,160",754
Ground Nut,Purulia,"2,000",Kharif     ,679,543
Ground Nut,Purulia,"2,001",Kharif     ,241,213
Ground Nut,Purulia,"2,001",Rabi       ,20,29
Ground Nut,Purulia,"2,001",Summer     ,218,244
Ground Nut,Purulia,"2,001", ,479,486
Ground Nut,Purulia,"2,002",Kharif     ,561,422
Ground Nut,Purulia,"2,002",Summer     ,90,144
Ground Nut,Purulia,"2,002", ,651,566
Ground Nut,Purulia,"2,003",Kharif     ,370,382
Ground Nut,Purulia,"2,003",Rabi       ,25,43
Ground Nut,Purulia,"2,003",Summer     ,105,104
Ground Nut,Purulia,"2,003", ,500,529
Ground Nut,Purulia,"2,007",Kharif     ,"1,120","1,075"
Ground Nut,Purulia,"2,007",Rabi       ,25,24
Ground Nut,Purulia,"2,007",Summer     ,3,6
Ground Nut,Purulia,"2,007", ,"1,148","1,105"
Ground Nut,Purulia,"2,008",Kharif     ,"1,082","1,197"
Ground Nut,Purulia,"2,008",Rabi       ,6,8
Ground Nut,Purulia,"2,008",Summer     ,3,6
Ground Nut,Purulia,"2,008", ,"1,091","1,211"
Ground Nut,Purulia,"2,009",Autumn     ,745,784
Ground Nut,Purulia,"2,009",Rabi       ,"6,511","11,394"
Ground Nut,Purulia,"2,009",Summer     ,3,6
Ground Nut,Purulia,"2,009", ,"7,259","12,184"
Ground Nut,Purulia,"2,010",Autumn     ,982,"1,019"
Ground Nut,Purulia,"2,010",Rabi       ,4,6
Ground Nut,Purulia,"2,010",Summer     ,4,14
Ground Nut,Purulia,"2,010", ,990,"1,039"
Ground Nut,Purulia,"2,011",Autumn     ,662,670
Ground Nut,Purulia,"2,011",Rabi       ,46,36
Ground Nut,Purulia,"2,011", ,708,706
Ground Nut,Purulia,"2,012",Autumn     ,796,824
Ground Nut,Purulia,"2,012",Rabi       ,22,19
Ground Nut,Purulia,"2,012", ,818,843
Ground Nut,Purulia,"2,013",Autumn     ,676,691
Ground Nut,Purulia,"2,013",Rabi       ,22,19
Ground Nut,Purulia,"2,013", ,698,710
Ground Nut,Purulia,"2,014",Autumn     ,711,694
Ground Nut,Purulia,"2,014",Rabi       ,30,25
Ground Nut,Purulia,"2,014", ,741,719
Ground Nut,Purulia,"2,015",Autumn     ,754,759
Ground Nut,Purulia,"2,015",Rabi       ,56,108
Ground Nut,Purulia,"2,015", ,810,867
Ground Nut,Purulia,"2,016",Autumn     ,775,792
Ground Nut,Purulia,"2,016",Rabi       ,51,98
Ground Nut,Purulia,"2,016", ,826,890
Ground Nut,Purulia,"2,017",Autumn     ,954,"1,199"
Ground Nut,Purulia,"2,017",Rabi       ,46,59
Ground Nut,Purulia,"2,017", ,"1,000","1,258"
Ground Nut,Purulia,"2,018",Autumn     ,"3,215","3,038"
Ground Nut,Purulia,"2,018",Rabi       ,100,189
Ground Nut,Purulia,"2,018",Summer     ,9,34
Ground Nut,Purulia,"2,018", ,"3,324","3,261"
Ground Nut,Purulia,"2,019",Autumn     ,"3,270","3,679"
Ground Nut,Purulia,"2,019",Summer     ,28,81
Ground Nut,Purulia,"2,019", ,"3,298","3,760"
Horse Gram,Alipurduar,"2,016",Rabi       ,20,26
Horse Gram,Alipurduar,"2,017",Rabi       ,13,4
Horse Gram,Alipurduar,"2,018",Rabi       ,13,6
Horse Gram,Alipurduar,"2,019",Rabi       ,10,4
Horse Gram,Bankura,"1,997",Kharif     ,190,45
Horse Gram,Bankura,"1,998",Rabi       ,218,55
Horse Gram,Bankura,"1,999",Rabi       ,107,41
Horse Gram,Bankura,"2,000",Rabi       ,107,41
Horse Gram,Bankura,"2,001",Rabi       ,42,8
Horse Gram,Bankura,"2,002",Rabi       ,652,189
Horse Gram,Bankura,"2,003",Rabi       ,232,45
Horse Gram,Bankura,"2,004",Rabi       ,52,11
Horse Gram,Bankura,"2,005",Rabi       ,57,18
Horse Gram,Bankura,"2,006",Rabi       ,59,20
Horse Gram,Bankura,"2,007",Rabi       ,26,12
Horse Gram,Bankura,"2,008",Rabi       ,23,11
Horse Gram,Bankura,"2,009",Rabi       ,13,6
Horse Gram,Bankura,"2,010",Kharif     ,46,27
Horse Gram,Bankura,"2,011",Kharif     ,22,9
Horse Gram,Bankura,"2,012",Kharif     ,27,14
Horse Gram,Bankura,"2,013",Kharif     ,23,11
Horse Gram,Bankura,"2,014",Rabi       ,24,11
Horse Gram,Bankura,"2,015",Rabi       ,25,12
Horse Gram,Bankura,"2,016",Rabi       ,26,13
Horse Gram,Bankura,"2,017",Rabi       ,15,7
